time,id, p1x, p1y, p1z, p2x, p2y, p2z, px, py, pz, growth_rate, directions
0.00,0,64.36516179644481,22.545122873932808,0.5174642401671167,61.06220011799472,24.195331970180458,0.5174642401671167,62.713680957219765,23.370227422056633,0.5174642401671167,0.2731595988843809,0.4633395366813809
0.00,1,67.5183836567582,0.6761140251856121,0.08176257993317648,67.17372931366745,4.508322068135562,0.08176257993317648,67.34605648521283,2.5922180466605873,0.08176257993317648,1.6353041778194701,1.4811014108029767
0.00,2,36.01469022565612,16.5693253845052,0.18861135244431804,37.02096104616492,18.380891941036303,0.18861135244431804,36.51782563591052,17.47510866277075,0.18861135244431804,1.6353041778194701,2.0778294284012215
0.00,3,76.28775955131697,53.270145222320544,0.6252722741773712,72.36731468193604,53.05158170486489,0.6252722741773712,74.3275371166265,53.16086346359272,0.6252722741773712,1.6353041778194701,0.05569202280736919

0.50,0,64.53673354166904,22.459403061778982,0.5028898706223368,60.890628372770514,24.281051782334288,0.5028898706223368,62.713680957219765,23.370227422056637,0.5030846629959524,0.2731595988843809,0.46333953668137395
0.50,1,67.79206231751915,0.46891633124022114,0.4969857532525199,66.9054939628455,6.924987365402559,0.4969857532525199,67.34839354688137,3.5519627471667974,0.49676811014932576,1.6353041778194701,1.4343266846735263
0.50,2,35.564039105179624,15.758028383857079,0.4969861426677065,37.471612166641414,19.192188941684414,0.4969861426677065,36.51782563591052,17.475108662770744,0.49676857370268035,1.6353041778194701,2.0778294284012158
0.50,3,77.63963577220915,53.34551187887281,0.5030102217000157,71.01543846104383,52.976215048312596,0.5030102217000157,74.3275371166265,53.160863463592705,0.5032270992972003,1.6353041778194701,0.0556920228073652

1.00,0,64.72325025280965,22.366216520943663,0.5018629015958986,60.70411166162995,24.37423832316962,0.5018629015958986,62.71368095721979,23.37022742205664,0.5019253333212701,0.2731595988843809,0.4633395366813762
1.00,1,66.31834360867141,5.954037809457853,0.5051898126816413,68.75629025377754,0.4740495965110053,0.4950364642729974,67.54208346961167,3.1008711971419043,0.5001688623148766,1.6353041778194701,1.9893851169391072
1.00,2,34.90340633320954,14.56870617411206,0.4980967801611822,38.13224493861151,20.381511151429436,0.4980967801611822,36.517825635910526,17.47510866277075,0.4980308247345492,1.6353041778194701,2.0778294284012166
1.00,3,76.22802907975598,53.66040468645406,0.5052170026443485,79.20431056594398,53.29474100527508,0.49760008461995664,77.63816494629015,53.439926252055685,0.5015489584847863,1.6353041778194701,3.019319781391895
1.00,4,67.60423268841062,5.504388569946841,0.5038784916161073,66.55285893340047,8.56877061063979,0.4959436365438486,67.0734547138006,7.034349174549871,0.499883380215869,1.6353041778194701,1.2402872958755442
1.00,5,75.37633615133558,53.159345711307935,0.5023496229511852,69.03916073801376,52.839696903116256,0.5009850664574785,72.2857533212345,53.037167901020965,0.5019886731929949,1.6353041778194701,0.050398011724995466

1.50,0,64.92033857567176,22.267748244646807,0.5014328697135431,60.50702333876774,24.472706599466477,0.5014328697135431,62.71368095721976,23.370227422056644,0.5014648247690304,0.2731595988843809,0.46333953668140004
1.50,1,66.83535167240086,5.523759140983509,0.5047844541420328,65.32247423927471,7.663470897302315,0.500401097484176,66.0848078901839,6.569236497262565,0.5028364559176788,1.6353041778194701,0.9553572584273247
1.50,2,36.15769386413165,16.76132569157218,0.5050479556529391,33.96146404370201,12.897700291013185,0.4958412943374023,35.12716501755186,14.95472363441509,0.5004738903639367,1.6353041778194701,1.053909094887659
1.50,3,75.15122078084667,54.13471296123281,0.5034589018607569,80.43135194609435,53.07748344416439,0.49715607147271335,77.79967271882208,53.60161012317184,0.500343147589884,1.6353041778194701,2.9439745582808152
1.50,4,68.30413941148645,4.5118423709135325,0.5022403909749243,66.17199178329622,9.815392292323974,0.49667328725947346,67.21010396674717,7.1478014901514495,0.4995178640717572,1.6353041778194701,1.188547623112278
1.50,5,73.78977184282114,53.41200719372211,0.5048773301281231,76.81483379749,52.78048217241163,0.4978122088903693,75.22889395680458,53.065956537549425,0.5015532736329806,1.6353041778194701,2.93577171682761
1.50,6,36.63200619858443,17.64832582612929,0.5040403670605272,39.10218597868924,22.146458835512327,0.4961764739732379,37.79951002500181,19.772181687698406,0.500284714609776,1.6353041778194701,2.0729911981938187
1.50,7,72.9582081800252,52.87923660107655,0.5029498206542251,67.127245618548,52.755201855077225,0.4993780876715698,70.10774940728606,52.851995453121106,0.5014209271010968,1.6353041778194701,0.021277350699415623
1.50,8,66.28858987039438,4.701293821659901,0.5052099345343523,70.13991839086637,0.47745351388250423,0.4953659593770216,68.23603330255375,2.5424194932130386,0.5003882464653147,1.6353041778194701,2.310095292450001

2.00,0,65.12674243344314,22.164625787666044,0.5011875034587923,60.30061948099627,24.575829056447237,0.5011875034587923,62.71368095721971,23.37022742205664,0.5012073478570739,0.2731595988843809,0.46333953668140476
2.00,1,67.53196921285978,4.691542461624154,0.5023583098274453,64.68554651745728,8.571551771970764,0.49932581546302657,66.09627221465476,6.622080892931048,0.5008886052583951,1.6353041778194701,0.9378662289708128
2.00,2,34.605756581086375,13.62161017956009,0.5134186727253762,36.85551626265413,16.972299266441855,0.5034290683757332,35.726969725306716,15.299710676304377,0.547310969346326,1.6353041778194701,2.162088658809752
2.00,3,77.26374703178385,53.75592983436183,0.5010243191055985,73.57263716288568,54.748926690522154,0.5027749128719222,75.52594738872327,54.24447164159395,0.5019479970527431,1.6353041778194701,0.2628022449808047
2.00,4,67.34064037594514,7.867722975323325,0.504516872202625,69.26763051971527,3.0143748844208647,0.49743423011655535,68.21360556521742,5.488166654565887,0.5015804920654614,1.6353041778194701,1.9487510062515003
2.00,5,72.78755118490238,53.93958693285153,0.5033164536391476,78.10806631628279,52.46594240214628,0.4973721599338894,75.44259204608484,53.18733395381317,0.5003650742376672,1.6353041778194701,2.8713900354712676
2.00,6,37.378801887380185,19.306408958964074,0.5064912782359197,35.94130892001645,17.41210018817193,0.4952194670596445,36.71207361020524,18.44424601269694,0.5012803120491416,1.6353041778194701,0.9216648480494292
2.00,7,70.02654340604603,52.76708363052291,0.5043001030873465,74.56413814343651,52.415552726472804,0.4996351935300014,72.14461898692343,52.60133589325932,0.5024811941399616,1.6353041778194701,3.0642695453937097
2.00,8,67.60277472600956,3.329774352566586,0.5040265634817882,64.57806174087175,5.942330702756686,0.49878061240488963,66.17949001925103,4.561640867057009,0.5019981577008941,1.6353041778194701,0.7124162030137561
